label,x,y,plot_type,plot_num
USA,0.0,272466.74616828666,path,0
USA,2.4999999999999996,272466.74616828666,path,0
USA,2.8848026028086577,272466.74616828666,path,0
USA,3.3288344228686415,272466.74616828666,path,0
USA,3.8412120829642133,272466.74616828666,path,0
USA,4.432455445950091,272466.74616828666,path,0
USA,5.114703602924093,117697.6429668757,path,0
USA,5.901964106524097,117697.6429668757,path,0
USA,6.8104005664735965,117697.6429668757,path,0
USA,7.85866451213305,117697.6429668757,path,0
USA,9.068278335680583,50840.73893176983,path,0
USA,10.464077178305883,50840.73893176983,path,0
USA,12.074718831987006,50840.73893176983,path,0
USA,13.933272125879533,50840.73893176983,path,0
USA,16.07789587775146,22743.93138512645,path,0
USA,18.552622350329596,22743.93138512645,path,0
USA,21.40826129806276,22743.93138512645,path,0
USA,24.703443165703753,22743.93138512645,path,0
USA,28.5058228571032,22743.93138512645,path,0
USA,32.89346878934954,11185.777585812015,path,0
USA,37.95646575156836,11185.777585812015,path,0
USA,43.79876447741688,11185.777585812015,path,0
USA,50.54031590570224,11185.777585812015,path,0
USA,58.319533948616716,6437.737046932046,path,0
USA,67.29613733182295,6437.737046932046,path,0
USA,77.65442885352469,6437.737046932046,path,0
USA,89.60707939050721,6437.737046932046,path,0
USA,103.399494342327,4521.31660587365,path,0
USA,119.31485216313762,4521.31660587365,path,0
USA,137.67991842957983,4521.31660587365,path,0
USA,158.87175481605425,4521.31660587365,path,0
USA,183.3254607224531,3863.32657055687,path,0
USA,211.54310650129185,3863.32657055687,path,0
USA,244.1040416964623,3863.32657055687,path,0
USA,281.67678993682705,3863.32657055687,path,0
USA,325.03277470421887,3863.32657055687,path,0
USA,375.0621577859402,3769.2825565730486,path,0
USA,432.79211559836517,3769.2825565730486,path,0
USA,499.4079286212917,3769.2825565730486,path,0
USA,576.2773169399937,3769.2825565730486,path,0
USA,664.9785215392335,3753.924087954823,path,0
USA,767.3327078992944,3753.924087954823,path,0
USA,885.44135718724,3753.924087954823,path,0
USA,1021.7294127392722,3753.924087954823,path,0
USA,1178.9950676945668,3519.724858353131,path,0
USA,1360.4672159935426,3519.724858353131,path,0
USA,1569.8717462936095,3519.724858353131,path,0
USA,1811.508039913431,3519.724858353131,path,0
USA,2090.337243420433,3341.4253520863344,path,0
USA,2412.0841282268557,3341.4253520863344,path,0
USA,2783.3546285209145,3341.4253520863344,path,0
USA,3211.7714707586674,3341.4253520863344,path,0
USA,3706.130679388478,3341.4253520863344,path,0
USA,4276.582172099565,4211.431385128846,path,0
USA,4934.83815247917,4211.431385128846,path,0
USA,5694.413578684558,4211.431385128846,path,0
USA,6570.903645303271,4211.431385128846,path,0
USA,7582.303975510309,4587.739485123111,path,0
USA,8749.380097535439,4587.739485123111,path,0
USA,10096.093791333,4587.739485123111,path,0
USA,11650.095058975121,4587.739485123111,path,0
USA,13443.289819639886,1299.718801437839,path,0
USA,15512.494984803327,1299.718801437839,path,0
USA,17900.194363286755,1299.718801437839,path,0
USA,20655.41091599622,1299.718801437839,path,0
USA,23834.713269019303,1623.8896928758859,path,0
USA,27503.377150265977,1623.8896928758859,path,0
USA,31736.725595646178,1623.8896928758859,path,0
USA,36621.67544117778,1623.8896928758859,path,0
USA,42258.52185276942,1623.8896928758859,path,0
USA,48762.997532686306,78527.99319783988,path,0
USA,56268.64888121826,78527.99319783988,path,0
USA,64929.57789962609,78527.99319783988,path,0
USA,74923.60612964355,78527.99319783988,path,0
USA,86455.92558984256,130066.78082126354,path,0
USA,99763.31166792379,130066.78082126354,path,0
USA,115118.98446577517,130066.78082126354,path,0
USA,132838.21840782333,4061.73746047402,path,0
USA,153284.8152861415,4061.73746047402,path,0
USA,176878.57364340214,4061.73746047402,path,0
USA,204103.90785102776,4061.73746047402,path,0
USA,235519.7938448258,4061.73746047402,path,0
USA,271771.2457186048,4061.73746047402,path,0
USA,313602.55880703294,4061.73746047402,path,0
USA,361872.5911575936,4061.73746047402,path,0
USA,417572.3971426157,2463.658376098991,path,0
USA,481845.5752552283,2463.658376098991,path,0
USA,556011.7478592471,2463.658376098991,path,0
USA,641593.6549666189,2463.658376098991,path,0
USA,740348.418317289,17622.5178328979,path,0
USA,854303.6176587952,17622.5178328979,path,0
USA,985798.91992438,17622.5178328979,path,0
USA,1137534.116017526,80557.4806079734,path,0
USA,1312624.551468402,80557.4806079734,path,0
USA,1514665.0890346372,80557.4806079734,path,0
USA,1747803.9164922151,129844.64761077217,path,0
USA,2016827.7149983633,129844.64761077217,path,0
USA,2327259.9366575666,129844.64761077217,path,0
USA,2685474.2090728246,79374.39151635031,path,0
USA,3098825.195243522,79374.39151635031,path,0
USA,3575799.5955550317,28227.93695517104,path,0
