#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.1" name="distr">
#                <alpha id="Function$Constant.5" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.6" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.1" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.7" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@birthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.6" name="distr" upper="100.0"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="2.48E-9" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="3.67E-9">3.07E-9</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	YuleModel	birthRate
0	-980818.5022111352	-980801.7661215349	-16.736089600391068	-980801.7661215349	1.249197823946607	10.53080961325856	1.0	1.0	1.0	1.0	1.0	1.0	121321	5	1.0	0.1	1	1	0.1	1.0	0	0.25	0.25	0.25	0.25	1.0	-10.530809613258562	1.0
50000	-57944.99316150819	-55998.04575245406	-1946.9474090541257	-55998.04575245406	3455868.469774272	1.5616494695539773E7	0.12450445706235201	2.940216133696144	0.4293766390925245	0.12450445706235201	1.9520216739941036	0.4293766390925245	123143	15	15.458861941430225	0.979783334310702	0	1	0.979783334310702	0.0	0	0.21209916261297762	0.056785721843595	0.20802302113901813	0.5230920944044091	1.0	-1929.194095736951	1.0124096957238225E-5
100000	-49857.04419817492	-47494.322822871814	-2362.7213753031015	-47494.322822871814	5.2632939467868015E7	2.459030171982042E8	0.1532168313494471	3.7331214169034594	0.3400182606566202	0.1532168313494471	1.280408399084408	0.3400182606566202	123143	15	1.0360626797935206	0.4844571685763722	1	1	0.4844571685763722	1.0360626797935206	0	0.190299432099634	0.056785721843595	0.18800649403844522	0.5649083520183257	1.0	-2353.7152057849257	6.093856536193209E-7
150000	-49810.30920304501	-47449.02107600378	-2361.288127041236	-47449.02107600378	5.248308295580496E7	2.4259724175648376E8	0.13839524707821765	3.7437770183640477	0.35503171699241814	0.13839524707821765	1.269369053494683	0.35503171699241814	123143	15	1.2167062928004668	0.5078346211940598	1	1	0.5078346211940598	1.2167062928004668	0	0.20058550139866804	0.05680066376393575	0.18544596326239945	0.5571678715749966	1.0	-2351.9629367945968	5.907396956697254E-7
200000	-49802.33799127422	-47443.635917335	-2358.702073939214	-47443.635917335	4.952368993155191E7	2.3725660639359573E8	0.13742242876554617	3.6717698617632633	0.3611235282073089	0.13742242876554617	1.3311382242910283	0.3611235282073089	123143	15	1.6868060775592035	0.5163825115497731	1	1	0.5163825115497731	1.6868060775592035	0	0.20058550139866804	0.05811469993551317	0.19210675689277107	0.5491930417730475	1.0	-2348.8473016829266	5.890887408181031E-7
250000	-49772.03324578286	-47410.72416542586	-2361.3090803570017	-47410.72416542586	5.23495404787688E7	2.4284946451455122E8	0.13065837579783604	3.856332850866338	0.36385341191794296	0.13065837579783604	1.1546435737021048	0.36385341191794296	123143	15	1.1171060562576633	0.5031787755767647	1	1	0.5031787755767647	1.1171060562576633	0	0.20058550139866804	0.05811469993551317	0.19210675689277107	0.5491930417730475	1.0	-2352.120372299157	5.902694942088157E-7
300000	-49752.006303148075	-47399.9871278377	-2352.0191753103736	-47399.9871278377	4.771758954040983E7	2.2782003242424238E8	0.12786207600116095	3.776014673736684	0.391442289320395	0.12786207600116095	1.185376595620205	0.391442289320395	123143	15	1.5713232534278463	0.5215144761747329	1	1	0.5215144761747329	1.5713232534278463	0	0.19371414241275683	0.06588767352015218	0.19049082399093029	0.5499073600761605	1.0	-2342.252166203399	7.230245632711129E-7
350000	-49754.249996349514	-47397.89304443449	-2356.3569519150287	-47397.89304443449	5.0953767616798274E7	2.3398116902533007E8	0.11303318656868595	3.8721270027245778	0.40563497708003404	0.11303318656868595	1.1338326740158375	0.36233897304218016	123145	16	1.479035100133407	0.5253128944257632	1	1	0.5253128944257632	1.479035100133407	0	0.1975767432720427	0.06463275878957746	0.19049082399093029	0.5472996739474494	1.0	-2346.2862044949966	6.191940674226544E-7
400000	-49732.78520933872	-47378.27145514277	-2354.513754195948	-47378.27145514277	4.997940791158196E7	2.3274827963462314E8	0.16224045816735924	3.717979962373154	0.36047468566461643	0.14175419207984438	1.2570760160504117	0.36047468566461643	123453	28	1.042667264379716	0.4929730206497349	1	1	0.4929730206497349	1.042667264379716	0	0.20217397982731722	0.05990959816915578	0.18380718580392194	0.5541092361996048	1.0	-2345.2940831863575	6.377880869652125E-7
450000	-49732.144504430406	-47375.840513850344	-2356.3039905800606	-47375.840513850344	4.980643033108392E7	2.3342526372278088E8	0.15503782187261775	3.7911166974565775	0.371679384924636	0.15503782187261775	1.1808150802907968	0.34631319358275664	123145	16	1.2704284018202154	0.4832241155593654	1	1	0.4832241155593654	1.2704284018202154	0	0.19482640093080728	0.06486006042222747	0.1862043024473602	0.5541092361996048	1.0	-2346.712066986429	7.407302040966885E-7
500000	-49747.935402628136	-47389.3423082232	-2358.5930944049373	-47389.3423082232	5.096130580382894E7	2.3962271926234823E8	0.156197256061491	3.6786270046031944	0.3620373988674	0.156197256061491	1.2849036855390277	0.3620373988674	123143	15	0.990701830741649	0.4746289352222749	1	1	0.4746289352222749	0.990701830741649	0	0.19972449499997835	0.058250624833950285	0.1862043024473602	0.555820577718711	1.0	-2349.6797410100753	6.37163020478647E-7
550000	-49751.52298343154	-47389.99213107407	-2361.5308523574745	-47389.99213107407	5.20248269871294E7	2.438337880151723E8	0.16202891357304738	3.801522542000787	0.3419070534176527	0.16202891357304738	1.1906055240178162	0.3419070534176527	123143	15	0.9510446934601813	0.48030842498573983	1	1	0.48030842498573983	0.9510446934601813	0	0.19972449499997835	0.058250624833950285	0.1862043024473602	0.555820577718711	1.0	-2352.637085878596	5.942411986539576E-7
600000	-49747.375791609134	-47390.63631608052	-2356.739475528616	-47390.63631608052	4.926507104494978E7	2.347838724248587E8	0.15200123260486467	3.9657424558317436	0.36234941876272647	0.15200123260486467	1.0055562414330776	0.36234941876272647	123143	15	1.0296320947672275	0.48208687110958953	1	1	0.48208687110958953	1.0296320947672275	0	0.19546222587252787	0.06467490899780631	0.18491305418880152	0.554949810940864	1.0	-2347.7650227036092	5.763954673970395E-7
