label,x,y,plot_type,plot_num
EUR,0.0,5090.637178491257,path,0
EUR,4.0,5090.637178491257,path,0
EUR,4.604596163002785,5090.637178491257,path,0
EUR,5.300576456084993,5090.637178491257,path,0
EUR,6.101753502847952,5090.637178491257,path,0
EUR,7.0240276917006215,5090.637178491257,path,0
EUR,8.085702739507498,5097.91008891389,path,0
EUR,9.307848952379334,5097.91008891389,path,0
EUR,10.714721392983845,5097.91008891389,path,0
EUR,12.334241253444292,5097.91008891389,path,0
EUR,14.198549987290066,5104.104737243633,path,0
EUR,16.34464719791977,5104.104737243633,path,0
EUR,18.815124943293903,5104.104737243633,path,0
EUR,21.659013030077254,5104.104737243633,path,0
EUR,24.932752073180264,5100.550009293894,path,0
EUR,28.70131363231637,5100.550009293894,path,0
EUR,33.03948965612587,5100.550009293894,path,0
EUR,38.033376824541854,5100.550009293894,path,0
EUR,43.78208524808108,5100.550009293894,path,0
EUR,50.3997054353937,4970.778001889914,path,0
EUR,58.017572566071124,4970.778001889914,path,0
EUR,66.78687300611669,4970.778001889914,path,0
EUR,76.8816447957298,4970.778001889914,path,0
EUR,88.50223165794004,4500.462817153368,path,0
EUR,101.8792590773335,4500.462817153368,path,0
EUR,117.27821135926415,4500.462817153368,path,0
EUR,135.00470050717433,4500.462817153368,path,0
EUR,155.4105314856688,3547.456662146311,path,0
EUR,178.90068424228338,3547.456662146311,path,0
EUR,205.94135105514752,3547.456662146311,path,0
EUR,237.06918871803546,3547.456662146311,path,0
EUR,272.90196918431235,3547.456662146311,path,0
EUR,314.15084004549726,2315.9355288631464,path,0
EUR,361.6344381693993,2315.9355288631464,path,0
EUR,416.2951366011211,2315.9355288631464,path,0
EUR,479.21774716756016,2315.9355288631464,path,0
EUR,551.6510499626467,1307.2468492748067,path,0
EUR,635.0325769936145,1307.2468492748067,path,0
EUR,731.0171418516421,1307.2468492748067,path,0
EUR,841.5096816148337,1307.2468492748067,path,0
EUR,968.7030627733386,826.6633543817978,path,0
EUR,1115.1216014837905,826.6633543817978,path,0
EUR,1283.6711618684444,826.6633543817978,path,0
EUR,1477.6968266241918,826.6633543817978,path,0
EUR,1701.0492844887867,826.6633543817978,path,0
EUR,1958.1612521089232,1031.1024627114562,path,0
EUR,2254.1354470003694,1031.1024627114562,path,0
EUR,2594.8458575366153,1031.1024627114562,path,0
EUR,2987.0543197991924,1031.1024627114562,path,0
EUR,3438.544714907061,1905.5570145547688,path,0
EUR,3958.27745014364,1905.5570145547688,path,0
EUR,4556.567289757964,1905.5570145547688,path,0
EUR,5245.288064720876,1905.5570145547688,path,0
EUR,6038.108324164513,1254.6043507368129,path,0
EUR,6950.762605310767,1254.6043507368129,path,0
EUR,8001.3637055893005,1254.6043507368129,path,0
EUR,9210.762154386563,1254.6043507368129,path,0
EUR,10602.960018604896,1254.6043507368129,path,0
EUR,12205.587254535014,1131.9587748342806,path,0
EUR,14050.450059856894,1131.9587748342806,path,0
EUR,16174.162108519828,1131.9587748342806,path,0
EUR,18618.871196168864,1131.9587748342806,path,0
EUR,21433.095717330532,3015.752673183145,path,0
EUR,24672.687575322907,3015.752673183145,path,0
EUR,28401.94063507456,3015.752673183145,path,0
EUR,32694.866717524303,3015.752673183145,path,0
EUR,37636.66445934997,91082.56574892951,path,0
EUR,43325.410189436545,91082.56574892951,path,0
EUR,49874.00437970023,91082.56574892951,path,0
EUR,57412.41230008795,91082.56574892951,path,0
EUR,66090.24334642974,91082.56574892951,path,0
EUR,76079.72023122269,300561.77991208,path,0
EUR,87579.09696475333,300561.77991208,path,0
EUR,100816.59346078782,300561.77991208,path,0
EUR,116054.92485413884,300561.77991208,path,0
EUR,133596.5154202361,44681.85874149744,path,0
EUR,153789.5005736404,44681.85874149744,path,0
EUR,177034.6360628748,580.1881410700037,path,0
EUR,203793.25148342655,580.1881410700037,path,0
EUR,234596.40595661194,580.1881410700037,path,0
EUR,270055.4276805148,580.1881410700037,path,0
EUR,310874.0465239437,580.1881410700037,path,0
EUR,357862.3604503251,580.1881410700037,path,0
EUR,411952.91295317095,580.1881410700037,path,0
EUR,474219.20058049785,580.1881410700037,path,0
EUR,545896.9778538021,136.56720561883859,path,0
EUR,628408.7824051086,136.56720561883859,path,0
EUR,723392.1670649538,136.56720561883859,path,0
EUR,832732.1992033874,136.56720561883859,path,0
EUR,958598.8723151973,251.3423373185497,path,0
EUR,1103490.1723303387,251.3423373185497,path,0
EUR,1270281.65335589,251.3423373185497,path,0
EUR,1462283.5067438416,1532.1777958973855,path,0
EUR,1683306.2560937342,1532.1777958973855,path,0
EUR,1937736.3819919482,1532.1777958973855,path,0
EUR,2230623.3773577563,11222.597283153773,path,0
EUR,2567779.96112146,11222.597283153773,path,0
EUR,2955897.439103823,11222.597283153773,path,0
EUR,3402678.5015818067,48564.23180670759,path,0
EUR,3916990.093078913,48564.23180670759,path,0
EUR,4509039.388277775,94958.32865322134,path,0
